RIN,PRIMARY_KEY,INCIDENT_DATE,LOCATION_DISTRICT,INCIDENT_REASON,REASON_FOR_FORCE,SUBJECT_ID,SUBJECT_GENDER,SUBJECT_RACE,SUBJECT_ROLE,SUBJECT_DESCRIPTION,REASON_FOR_FORCE,TYPE_OF_FORCE_USED1,TYPE_OF_FORCE_USED2,TYPE_OF_FORCE_USED3,TYPE_OF_FORCE_USED4,NUMBER_EC_CYCLES,SUBJECT_INJURY_TYPE,OFFICER_INJURY_TYPE,,OFFICER_YEARS_ON_FORCE,Y_COORDINATE,Y_COORDINATE,LOCATION_DISTRICT,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_CITY,LOCATION_STATE,LOCATION_LATITUDE,LOCATION_LONGITUDE
153728,20143251834,11/22/2014,BA,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,459217632: 20143251834,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,BAKER DISTRICT REPS REG I PATROL,9,3114481,10077929,,2400 GUADALUPE ST,Austin,TX,30.287755,-97.741602
151839,20142520799,9/9/2014,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459195859: 20142520799,M,White,SUSPECT,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 200 REG II PATROL,23,3127388,10129508,,2601 SCOFIELD RIDGE PKWY,Austin,TX,30.429652,-97.696711
146002,20145004585,4/9/2014,HE,TACTICAL OPERATION,NECESSARY TO EFFECT ARREST / DETENTION,459093363: 20145004585,M,White,ARRESTED,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION 4,6,3115009,10053260,,3427 PARKER LN,Austin,TX,30.220402,-97.742592
144188,2014500826,2/19/2014,CH,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,33100922: 2014500826,M,White,ARRESTED,,FIREARM,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,COMPLAINT OF INJURY/PAIN,METRO TAC REGION I,12,3125687,10077363,,2204 AIRPORT BLVD,Austin,TX,30.285604,-97.705934
150462,20142231458,8/11/2014,DA,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,133500681: 20142231458,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,,,,1,MINOR INJURY; COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 600 REG IV PATROL,4,3110518,10052730,,710 E BEN WHITE BLVD EB,Austin,TX,30.218782,-97.755123
150537,20142261044,8/14/2014,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,33555023: 20142261044,M,White,SUBJECT,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 100 REG II PATROL,9,3139908,10115351,,12234 ABBEY GLEN LN,Austin,TX,30.388997,-97.658217
145961,2014971612,4/7/2014,BA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459144155: 2014971612,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,BAKER 400 REG I PATROL,3,3114063,10080869,,2904 GUADALUPE ST,Austin,TX,30.295744,-97.742578
145160,2014811608,3/22/2014,GE,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,32181555: 2014811608,F,White,ARRESTED,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,NOT USED METRO TAC I TEAM 2,6,3114943,10069872,,300 E 4TH ST,Austin,TX,30.265372,-97.740518
153763,20143271479,11/23/2014,DA,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",458919421: 20143271479,M,White,ARRESTED,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 500 REG IV PATROL,2,3108120,10054399,,100 W BEN WHITE BLVD SVRD WB,Austin,TX,30.2237,-97.763995
154799,20143160687,11/12/2014,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,458800955: 20143160687,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,IMPACT WEAPON - BATON,CED - PRONGS MISSED-ENTER # SHOTS,,,1,MINOR INJURY,MINOR INJURY,GEORGE DISTRICT REPS REG I PARTOL,13,3115952,10070759,,500 E 7TH ST,Austin,TX,30.267644,-97.737698
146285,20146900284,4/19/2014,GE,OTHER,TO RESTRAIN FOR SUBJECTS SAFETY,131269176: 20146900284,M,White,ARRESTED,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,PUBLIC INFORMATION OFFICE,15,3114901,10068503,,85 TRINITY ST,Austin,TX,30.26189,-97.741271
145848,2014890495,3/30/2014,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,314835394: 2014890495,F,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 600 REG IV PATROL,1,3103625,10059434,,3211 CLAWSON RD,Austin,TX,30.237786,-97.777771
150603,20142291747,8/17/2014,ID,DISPATCHED CALL,NECESSARY TO DEFEND ANOTHER,187114773: 20142291747,M,White,ARRESTED,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CED - DRIVE STUN-ENTER # SHOTS,CED - PRONGS-ENTER # SHOTS,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,2,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,ACADEMY CADET TRAINING REG II,0,3121423,10100892,,1220 W ANDERSON LN,Austin,TX,30.350097,-97.718204
144728,2014700318,3/11/2014,FR,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,458867774: 2014700318,F,White,ARRESTED,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,11,3102682,10031541,,2100 NARROW GLEN PKWY,Austin,TX,30.160801,-97.782402
150123,20142121357,7/31/2014,DA,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,458908828: 20142121357,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,PARK 100 SPECIALIZED PATROL,9,3109602,10068263,,1200 BARTON SPRINGS RD,Austin,TX,30.260609,-97.757093
151299,20142401262,8/28/2014,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,220791440: 20142401262,M,White,ARRESTED,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,HENRY 200 REG III PATROL,4,3118766,10061425,,1901 E RIVERSIDE DR,Austin,TX,30.242024,-97.728535
148555,20141691642,6/18/2014,FR,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,63837521: 20141691642,M,White,JUV-ARRESTE,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,FRANK 300 REG IV PATROL,1,3087379,10035841,,2515 ALLRED DR,Austin,TX,30.174075,-97.830697
152100,20142630378,9/20/2014,ID,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",316277006: 20142630378,M,White,SUSPECT,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,BAKER 600 REG I PATROL,0,3129209,10088323,,6003 BELFAST DR,Austin,TX,30.315477,-97.694542
174277,20161590145,6/7/2016,ED,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,459404785: 20161590145,M,White,,,expired code-verbal resistance/aggression; expired code-passive resistance; expired code-empty hand defensive resistance,CED - DRIVE STUN-ENTER # CYCLES (use #shots field),CED - PRONGS-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,2,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 800 REG II PATROL,3,3127774,10098482,4,8100 N IH 35 SVRD SB,Austin,TX,,
173493,20161070139,4/16/2016,FR,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,190841152: 20161070139,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression; expired code-evading/fleeing motor vehicle,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),CED - DRIVE STUN-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,5,SERIOUS INJURY,MINOR INJURY,FRANK 800 REG IV PATROL,12,3088259,10035660,5,2200 RIDDLE RD,Austin,TX,,
175212,20162241354,8/11/2016,GE,DISPATCHED CALL,NECESSARY TO DEFEND REPORTING OFFICER,459332088: 20162241354,M,White,,EDP/MENTALLY UNSTABLE,expired code-verbal resistance/aggression; expired code-empty hand active aggression; expired code-empty hand defensive resistance,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),CED - DRIVE STUN-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,1,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,4,3117383,10067848,3,1105 E CESAR CHAVEZ ST,Austin,TX,,
177383,20163520180,12/17/2016,GE,VIEWED OFFENSE,"IN CUSTODY, MAINTAINING CONTROL",459485544: 20163520180,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression,OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),CANINE - BITE,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,PARK 400 SPECIALIZE PTRL,10,3115774,10068109,9,94 RAINEY ST,Austin,TX,,
175565,20161921034,7/10/2016,BA,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",459423930: 20161921034,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression; expired code-empty hand defensive resistance,OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,MINOR INJURY,,BAKER 600 EVE REG I PATROL,1,3110730,10103029,10,3543 GREYSTONE DR,Austin,TX,,
175584,20161921034,7/10/2016,BA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459423930: 20161921034,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression,OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,PUBLIC INFORMATION OFFICE,12,3110730,10103029,10,3543 GREYSTONE DR,Austin,TX,,
176629,20163060084,11/1/2016,GE,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,459469558: 20163060084,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I EVENING,4,3115265,10070399,9,317 E 6TH ST,Austin,TX,,
177351,20163540100,12/19/2016,GE,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",459485617: 20163540100,F,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression,OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,COMPLAINT OF INJURY/PAIN; NO COMPLAINT OF INJURY/PAIN,COMPLAINT OF INJURY/PAIN,GEORGE 900 REG I NIGHTS,9,3115154,10070604,9,300 BLOCK E 6TH ST,Austin,TX,,
177027,20162581947,9/14/2016,DA,DISPATCHED CALL,NECESSARY TO DEFEND REPORTING OFFICER,184877582: 20162581947,M,White,,,expired code-firearm,FIREARM - HANDGUN-ENTER # SHOTS,CED - PRONGS-ENTER # CYCLES (use #shots field),,,15,DEATH,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,3,3085873,10055712,8,4201 MONTEREY OAKS BLVD,Austin,TX,,
177224,20163351377,11/30/2016,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,306512259: 20163351377,M,White,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression; expired code-empty hand defensive resistance,CED - PRONGS-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,1,MINOR INJURY; COMPLAINT OF INJURY/PAIN,COMPLAINT OF INJURY/PAIN,ADAM DISTRICT REPS  REG II PATROL,26,3101894,10135069,6,12300 ABNEY DR,Austin,TX,,
173182,2016951711,4/4/2016,-,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,77596023: 2016951711,M,White,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance; expired code-firearm,CED - DRIVE STUN-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,2,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,ADAM 500 REG II PATROL,4,-,-,,9315 OLD LAMPASAS TRL,Austin,TX,,
170566,2016201192,1/20/2016,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,29688402: 2016201192,M,White,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-verbal resistance/aggression; expired code-empty hand defensive resistance,IMPACT MUNITION/BEANBAG RND-ENTER # SHOTS,CED - PRONGS-ENTER # CYCLES (use #shots field),,,6,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,ADAM 400 REG II PATROL,1,3088450,10139998,6,11611 QUARTER HORSE TRL,Austin,TX,,
176546,20163001573,10/26/2016,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459331445: 20163001573,M,White,,,expired code-empty hand defensive resistance,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),CED - PRONGS-ENTER # CYCLES (use #shots field),,,2,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,IDA 300 REG I PATROL,2,3133252,10084185,1,5605 MANOR RD,Austin,TX,,
171109,2016381602,2/7/2016,CH,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,29229570: 2016381602,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,CED - DRIVE STUN-ENTER # CYCLES (use #shots field),CED - PRONGS-ENTER # CYCLES (use #shots field),,,3,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,CHARLIE 400 REG III PATROL,6,3126613,10069682,3,1009 BRASS ST,Austin,TX,,
174107,20161070139,4/16/2016,FR,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,190841152: 20161070139,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,CED - DRIVE STUN-ENTER # CYCLES (use #shots field),CED - PRONGS-ENTER # CYCLES (use #shots field),,,1,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 300 REG IV PATROL,3,3088259,10035660,5,2200 RIDDLE RD,Austin,TX,,
174341,20161650781,6/13/2016,CH,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,131664376: 20161650781,M,White,,EDP/MENTALLY UNSTABLE,expired code-empty hand defensive resistance,CED - DRIVE STUN-ENTER # CYCLES (use #shots field),CED - PRONGS-ENTER # CYCLES (use #shots field),,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,CHARLIE 200 REG III PATROL,9,3121866,10076876,1,MANOR RD / CHERRYWOOD RD,Austin,TX,,
175406,20162350467,8/22/2016,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,63832662: 20162350467,M,White,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-verbal resistance/aggression; expired code-empty hand active aggression; expired code-empty hand defensive resistance,CED - DRIVE STUN-ENTER # CYCLES (use #shots field),CED - PRONGS-ENTER # CYCLES (use #shots field),,,7,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,GEORGE 100 REG I DAYS,15,3113155,10071257,9,600 GUADALUPE ST,Austin,TX,,
170030,201612452,1/1/2016,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459357809: 201612452,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ACADEMY CADET TRAINING REG II,0,3101986,10061955,5,2809 SKYWAY CIR,Austin,TX,,
170146,201621046,1/2/2016,ED,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,199164263: 201621046,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,COURT SERVICES SPECIAL OPS,10,3127650,10106327,4,9414 N LAMAR BLVD,Austin,TX,,
170244,201621046,1/2/2016,ED,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,199164263: 201621046,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DET TEAM 1 PERSON CRIMES REG I SUPRT,16,3127650,10106327,4,9414 N LAMAR BLVD,Austin,TX,,
170172,201681512,1/8/2016,BA,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,130220322: 201681512,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,BAKER 300 REG I PATROL,4,3117499,10104627,7,8140 BURNET RD,Austin,TX,,
170351,201681512,1/8/2016,BA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,130220322: 201681512,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,BAKER 600 EVE REG I PATROL,0,3117499,10104627,7,8140 BURNET RD,Austin,TX,,
170175,201681795,1/8/2016,CH,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,21628211: 201681795,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-passive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 800 REG III PATROL,1,3130162,10066577,3,800 AIRPORT BLVD,Austin,TX,,
170330,201691617,1/9/2016,ED,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",458880564: 201691617,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,MINOR INJURY,BAKER 700 REG I PATROL,1,3134785,10120788,7,12415 N IH 35 SVRD NB,Austin,TX,,
170257,2016100168,1/10/2016,ED,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,459084111: 2016100168,M,White,,,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 300 REG II PATROL,2,3131614,10105765,4,9800 N IH 35 SVRD SB,Austin,TX,,
170224,2016101393,1/10/2016,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,186779614: 2016101393,M,White,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,CHARLIE 300 REG III PATROL,1,3136609,10086205,1,JACK COOK DR / NORTHEAST DR,Austin,TX,,
170408,2016151090,1/15/2016,BA,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",17440100: 2016151090,M,White,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,BAKER 200 REG I PATROL,4,3112431,10100616,7,3000 STONEWAY DR,Austin,TX,,
170439,2016161209,1/16/2016,ED,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",300810715: 2016161209,F,White,,EDP/MENTALLY UNSTABLE,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 500 REG II PATROL,3,3128722,10105408,4,306 W RUNDBERG LN,Austin,TX,,
170437,2016171532,1/17/2016,FR,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459363358: 2016171532,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,1,3100924,10029224,5,NATIONAL PARK BLVD / ANAHUAC TRL,Austin,TX,,
170644,2016181454,1/18/2016,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459132966: 2016181454,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,4,3119328,10092771,7,5900 N LAMAR BLVD,Austin,TX,,
170608,2016201522,1/20/2016,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,382206639: 2016201522,M,White,,EDP/MENTALLY UNSTABLE,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,DAVID 400 REG IV PATROL,2,3095501,10052394,5,5511 BUFFALO PASS,Austin,TX,,
170615,2016240234,1/24/2016,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,459369102: 2016240234,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 300 REG I EVENING,8,3115747,10070360,9,600 NECHES ST,Austin,TX,,
170844,2016251185,1/25/2016,ED,VIEWED OFFENSE,"IN CUSTODY, MAINTAINING CONTROL",459287352: 2016251185,F,White,,EDP/MENTALLY UNSTABLE,expired code-empty hand active aggression,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,PARK 300 SPECIALIZED PATROL,20,3127461,10105644,4,835 W RUNDBERG LN,Austin,TX,,
171259,2016261731,1/26/2016,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459366466: 2016261731,M,White,,,expired code-verbal resistance/aggression; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,2,3135499,10121165,7,500 CANYON RIDGE DR,Austin,TX,,
175553,2016290643,1/29/2016,ED,TACTICAL OPERATION,NECESSARY TO EFFECT ARREST / DETENTION,31723254: 2016290643,F,White,,,expired code-passive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GANG SUPPRESSION UNIT OCD,21,3134406,10110294,1,11135 N IH 35 SVRD NB,Austin,TX,,
